,Actual Profit ($),Actual Sales (Qty),Actual Cost of Goods Sold  (COGS) ($),Actual Total Expenses ($),Inventory (Qty),Budget Profit ($),Budget Sales (Qty),Budget COGS ($),Date,Market,Province,City,Store#,Market Size,Product Type,Product,Type,Sales Outlier
3328,144,283,114,63,822,120,270,100,2018-07-31,Prairie,Saskatchewan,Moose Jaw,305,Major Market,Coffee,Colombian,Regular,Normal
3329,153,254,104,38,952,120,260,110,2018-07-31,Prairie,Alberta,Edmonton,450,Major Market,Coffee,Amaretto,Regular,Normal
3330,153,254,104,38,952,120,270,110,2018-07-31,Atlantic,PEI,Charlottetown,914,Major Market,Tea,Earl Grey,Regular,Normal
3331,153,254,104,38,952,120,220,80,2018-07-31,Central,Quebec,Montreal,708,Major Market,Herbal Tea,Chamomile,Decaf,Normal
3332,155,254,104,37,952,120,220,80,2018-07-31,Prairie,Alberta,Lethbridge,915,Major Market,Espresso,Caffe Mocha,Regular,Normal
3333,155,254,104,37,952,100,170,60,2018-07-31,West,British Columbia,Kelowna,640,Major Market,Tea,Darjeeling,Regular,Normal
3334,177,333,141,62,692,110,290,120,2018-07-31,West,British Columbia,Vancounver,525,Major Market,Tea,Earl Grey,Regular,Normal
3335,177,333,141,62,-942,110,280,120,2018-07-31,Central,Quebec,Gatieau,405,Small Market,Espresso,Caffe Latte,Regular,Normal
3336,178,333,141,61,692,90,220,90,2018-07-31,Central,Ontario,Ottawa,541,Small Market,Tea,Green Tea,Regular,Normal
3337,178,333,141,61,692,130,310,130,2018-07-31,Prairie,Saskatchewan,Moose Jaw,754,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
3338,190,309,127,44,1007,160,330,130,2018-07-31,Atlantic,PEI,Charlottetown,212,Major Market,Tea,Darjeeling,Regular,Normal
3339,192,309,127,43,1007,150,320,130,2018-07-31,Prairie,Alberta,Edmonton,450,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
3340,192,309,127,43,1007,150,270,100,2018-07-31,West,British Columbia,Kelowna,640,Major Market,Herbal Tea,Chamomile,Decaf,Normal
3341,192,309,127,43,1007,150,270,100,2018-07-31,Central,Quebec,Montreal,312,Major Market,Herbal Tea,Mint,Decaf,Normal
3342,207,373,154,67,833,150,330,130,2018-07-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Herbal Tea,Lemon,Decaf,Normal
3343,207,373,154,67,833,150,330,130,2018-07-31,Central,Ontario,Waterloo,702,Small Market,Herbal Tea,Mint,Decaf,Normal
3344,207,373,154,67,833,170,390,160,2018-07-31,Central,Quebec,Montreal,847,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
3345,230,527,266,92,1819,170,510,250,2018-07-31,West,British Columbia,Kelowna,640,Major Market,Espresso,Caffe Latte,Regular,Outlier
3346,230,527,266,92,1819,150,460,220,2018-07-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Tea,Darjeeling,Regular,Outlier
3347,232,527,266,91,1819,130,360,170,2018-07-31,Central,Ontario,Waterloo,702,Small Market,Tea,Earl Grey,Regular,Outlier
3348,232,527,266,91,1819,220,620,300,2018-07-31,Central,Quebec,Montreal,815,Major Market,Espresso,Decaf Espresso,Decaf,Outlier
3349,251,541,266,91,1355,190,530,250,2018-07-31,Atlantic,PEI,Summerside,631,Major Market,Espresso,Regular Espresso,Regular,Outlier
3350,272,597,270,126,1834,170,520,230,2018-07-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Tea,Earl Grey,Regular,Outlier
3351,283,562,260,95,1319,200,490,220,2018-07-31,West,British Columbia,Kelowna,640,Major Market,Herbal Tea,Lemon,Decaf,Outlier
3352,284,562,260,94,1319,290,700,320,2018-07-31,Prairie,Alberta,Lethbridge,915,Major Market,Coffee,Colombian,Regular,Outlier
3353,287,562,238,113,1190,200,490,200,2018-07-31,Central,Ontario,Waterloo,702,Small Market,Herbal Tea,Lemon,Decaf,Outlier
3354,287,562,238,113,1190,230,590,250,2018-07-31,Central,Quebec,Montreal,815,Major Market,Coffee,Colombian,Regular,Outlier
3355,356,672,291,120,1742,240,590,250,2018-07-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Herbal Tea,Chamomile,Decaf,Outlier
3356,356,672,291,120,1742,190,460,190,2018-07-31,Central,Ontario,Waterloo,702,Small Market,Tea,Darjeeling,Regular,Outlier
3357,357,672,291,119,1742,260,650,270,2018-07-31,West,British Columbia,Kelowna,640,Major Market,Espresso,Decaf Espresso,Decaf,Outlier
3358,357,672,291,119,1742,340,800,330,2018-07-31,Central,Quebec,Montreal,630,Major Market,Espresso,Caffe Mocha,Regular,Outlier
3359,511,904,364,166,2654,530,1140,450,2018-07-31,West,British Columbia,Kelowna,640,Major Market,Coffee,Colombian,Regular,Outlier
3360,511,904,364,166,2654,370,860,340,2018-07-31,Atlantic,PEI,Summerside,716,Major Market,Coffee,Colombian,Regular,Outlier
3361,536,786,270,126,1781,310,610,200,2018-07-31,Atlantic,PEI,Charlottetown,516,Major Market,Herbal Tea,Lemon,Decaf,Outlier
3362,778,659,52,46,-1493,560,630,40,2018-07-31,Atlantic,Newfoundland,Conception Bay South,2370,Major Market,Coffee,Colombian,Regular,Outlier
3363,0,21,284,131,5807,-260,0,180,2018-08-31,Central,Ontario,Waterloo,775,Small Market,Tea,Green Tea,Regular,Normal
3364,0,123,311,109,3422,-230,90,230,2018-08-31,Atlantic,PEI,Summerside,718,Major Market,Herbal Tea,Mint,Decaf,Normal
3365,0,77,173,176,2615,-260,70,160,2018-08-31,Atlantic,PEI,Summerside,212,Major Market,Espresso,Caffe Mocha,Regular,Normal
3366,0,86,154,67,2105,-150,100,190,2018-08-31,West,British Columbia,Kelowna,640,Major Market,Coffee,Amaretto,Regular,Normal
3367,0,165,196,100,3139,-140,200,240,2018-08-31,West,British Columbia,Kelowna,640,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
3368,0,138,120,57,1439,-30,170,150,2018-08-31,Atlantic,New Brunswick,Saint John ,591,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
3369,0,138,120,56,1439,-30,120,100,2018-08-31,Atlantic,New Brunswick,Miramichi,599,Small Market,Herbal Tea,Mint,Decaf,Normal
3370,0,138,120,56,1439,-20,120,100,2018-08-31,North,Nunavut,Kugluktuk,816,Small Market,Herbal Tea,Lemon,Decaf,Normal
3371,0,88,37,59,513,10,90,30,2018-08-31,West,British Columbia,Vancounver,535,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
3372,0,88,37,59,513,20,110,40,2018-08-31,Central,Ontario,Ottawa,971,Small Market,Coffee,Amaretto,Regular,Normal
3373,0,88,37,58,513,0,70,30,2018-08-31,Prairie,Alberta,Edmonton,480,Major Market,Herbal Tea,Lemon,Decaf,Normal
3374,0,64,29,42,215,10,40,10,2018-08-31,Atlantic,New Brunswick,Miramichi,599,Small Market,Tea,Green Tea,Regular,Normal
3375,0,64,29,42,215,0,60,20,2018-08-31,North,Northwest Territories,Hay River,4700,Small Market,Espresso,Regular Espresso,Regular,Normal
3376,0,64,29,42,215,-10,50,20,2018-08-31,North,Nunavut,Iqaluit,314,Small Market,Tea,Earl Grey,Regular,Normal
3377,0,104,44,64,617,10,100,40,2018-08-31,Prairie,Manitoba,Steinback,1401,Small Market,Espresso,Caffe Mocha,Regular,Normal
3378,0,64,29,41,-347,0,50,20,2018-08-31,Atlantic,New Brunswick,Saint John ,591,Small Market,Espresso,Caffe Latte,Regular,Normal
3379,0,104,44,64,617,10,70,20,2018-08-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Green Tea,Regular,Normal
3380,0,104,44,63,617,10,90,30,2018-08-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Tea,Earl Grey,Regular,Normal
3381,0,104,44,63,-508,10,90,30,2018-08-31,North,Yukon,Whitehorse,337,Small Market,Espresso,Caffe Latte,Regular,Normal
3382,1,85,38,44,248,10,60,20,2018-08-31,North,Northwest Territories,Hay River,4700,Small Market,Herbal Tea,Lemon,Decaf,Normal
3383,1,150,63,81,332,10,140,60,2018-08-31,North,Northwest Territories,Hay River,4700,Small Market,Espresso,Caffe Mocha,Regular,Normal
3384,1,32,14,16,602,10,30,10,2018-08-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
3385,1,85,38,44,248,0,70,30,2018-08-31,North,Nunavut,Iqaluit,573,Small Market,Tea,Green Tea,Regular,Normal
3386,1,85,38,44,248,20,100,40,2018-08-31,Central,Ontario,Waterloo,775,Small Market,Coffee,Colombian,Regular,Normal
3387,3,150,63,80,332,0,120,50,2018-08-31,Atlantic,New Brunswick,Saint John ,591,Small Market,Espresso,Caffe Mocha,Regular,Normal
3388,3,150,63,80,332,10,100,40,2018-08-31,Atlantic,New Brunswick,Miramichi,599,Small Market,Tea,Darjeeling,Regular,Normal
3389,3,150,63,80,332,20,130,50,2018-08-31,North,Nunavut,Rankin Inlet,636,Small Market,Herbal Tea,Chamomile,Decaf,Normal
3390,8,104,37,58,540,20,100,30,2018-08-31,Atlantic,Newfoundland,Conception Bay South,2370,Major Market,Espresso,Caffe Mocha,Regular,Normal
3391,11,108,49,48,414,20,120,50,2018-08-31,West,British Columbia,Vancounver,525,Major Market,Espresso,Decaf Espresso,Decaf,Normal
3392,11,113,47,55,474,40,140,50,2018-08-31,Central,Ontario,Ottawa,971,Small Market,Coffee,Colombian,Regular,Normal
3393,12,108,49,47,414,10,90,40,2018-08-31,Prairie,Alberta,Edmonton,480,Major Market,Tea,Darjeeling,Regular,Normal
3394,12,41,16,15,484,20,30,10,2018-08-31,West,British Columbia,Vancounver,525,Major Market,Herbal Tea,Chamomile,Decaf,Normal
3395,12,108,49,47,414,20,80,30,2018-08-31,Atlantic,Newfoundland,Conception Bay South,2370,Major Market,Herbal Tea,Lemon,Decaf,Normal
3396,12,41,16,15,484,20,40,10,2018-08-31,Atlantic,Newfoundland,Conception Bay South,2370,Major Market,Tea,Green Tea,Regular,Normal
3397,12,41,16,15,484,10,20,10,2018-08-31,Central,Ontario,Ottawa,541,Small Market,Tea,Darjeeling,Regular,Normal
3398,12,108,49,47,414,20,100,40,2018-08-31,Central,Ontario,Ottawa,541,Small Market,Espresso,Caffe Latte,Regular,Normal
3399,14,41,16,14,484,20,30,10,2018-08-31,Central,Quebec,Gatieau,580,Small Market,Espresso,Caffe Mocha,Regular,Normal
3400,17,47,19,15,811,20,50,20,2018-08-31,Prairie,Manitoba,Steinback,1401,Small Market,Tea,Green Tea,Regular,Normal
3401,21,89,41,32,1007,20,80,30,2018-08-31,Atlantic,New Brunswick,Saint John ,591,Small Market,Herbal Tea,Lemon,Decaf,Normal
3402,21,97,42,38,384,40,120,50,2018-08-31,Atlantic,New Brunswick,Miramichi,599,Small Market,Coffee,Colombian,Regular,Normal
3403,21,89,41,32,1007,20,90,40,2018-08-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Colombian,Regular,Normal
3404,22,90,41,32,1046,20,80,30,2018-08-31,Prairie,Alberta,Edmonton,480,Major Market,Tea,Earl Grey,Regular,Normal
3405,22,55,22,16,865,30,40,10,2018-08-31,West,British Columbia,Vancounver,525,Major Market,Herbal Tea,Lemon,Decaf,Normal
3406,22,97,42,37,384,20,90,40,2018-08-31,Prairie,Manitoba,Steinback,1401,Small Market,Espresso,Decaf Espresso,Decaf,Normal
3407,22,55,22,16,865,20,50,20,2018-08-31,Atlantic,Newfoundland,Conception Bay South,2370,Major Market,Tea,Darjeeling,Regular,Normal
3408,22,89,41,31,1007,30,110,50,2018-08-31,Central,Ontario,Waterloo,702,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
3409,22,55,22,16,865,30,60,20,2018-08-31,Central,Quebec,Gatieau,918,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
3410,23,68,30,20,581,30,60,20,2018-08-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Caffe Latte,Regular,Normal
3411,23,57,23,17,806,20,50,20,2018-08-31,Central,Ontario,Waterloo,775,Small Market,Espresso,Decaf Espresso,Decaf,Normal
3412,25,104,45,39,253,30,90,30,2018-08-31,Atlantic,New Brunswick,Saint John ,591,Small Market,Espresso,Decaf Espresso,Decaf,Normal
3413,25,68,30,20,581,30,80,30,2018-08-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Espresso,Decaf Espresso,Decaf,Normal
3414,25,57,23,16,806,30,60,20,2018-08-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Caffe Mocha,Regular,Normal
3415,25,68,30,20,581,20,50,20,2018-08-31,Prairie,Saskatchewan,Moose Jaw,786,Major Market,Herbal Tea,Chamomile,Decaf,Normal
3416,26,107,46,40,415,30,100,40,2018-08-31,Prairie,Alberta,Lethbridge,915,Major Market,Herbal Tea,Chamomile,Decaf,Normal
3417,26,84,34,30,428,30,80,30,2018-08-31,Prairie,Alberta,Lethbridge,915,Major Market,Herbal Tea,Lemon,Decaf,Normal
3418,26,107,46,40,415,40,110,40,2018-08-31,West,British Columbia,Vancounver,525,Major Market,Coffee,Amaretto,Regular,Normal
3419,26,84,34,30,428,30,80,30,2018-08-31,West,British Columbia,Vancounver,535,Major Market,Coffee,Colombian,Regular,Normal
3420,26,62,25,18,851,30,60,20,2018-08-31,Atlantic,New Brunswick,Bathurst,580,Small Market,Herbal Tea,Chamomile,Decaf,Normal
3421,26,104,45,38,253,30,70,20,2018-08-31,Atlantic,New Brunswick,Miramichi,599,Small Market,Tea,Earl Grey,Regular,Normal
3422,26,62,25,18,851,30,60,20,2018-08-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Amaretto,Regular,Normal
3423,26,104,45,38,253,30,90,30,2018-08-31,North,Nunavut,Iqaluit,573,Small Market,Tea,Darjeeling,Regular,Normal
3424,26,62,25,18,851,30,60,20,2018-08-31,Central,Ontario,Waterloo,702,Small Market,Espresso,Caffe Mocha,Regular,Normal
3425,26,61,25,17,826,30,50,20,2018-08-31,Central,Ontario,Ottawa,971,Small Market,Herbal Tea,Chamomile,Decaf,Normal
3426,26,84,34,30,428,40,100,40,2018-08-31,Central,Ontario,Kitchener,503,Large Market,Coffee,Decaf Irish Cream,Decaf,Normal
3427,26,107,46,40,415,30,100,40,2018-08-31,Central,Ontario,Ottawa,971,Small Market,Espresso,Caffe Mocha,Regular,Normal
3428,28,107,46,39,415,30,90,30,2018-08-31,Prairie,Alberta,Edmonton,480,Major Market,Herbal Tea,Mint,Decaf,Normal
3429,28,89,36,32,458,10,70,30,2018-08-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Tea,Darjeeling,Regular,Normal
3430,28,62,25,17,851,30,60,20,2018-08-31,North,Northwest Territories,Hay River,4700,Small Market,Tea,Darjeeling,Regular,Normal
3431,28,89,36,32,458,30,60,20,2018-08-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Earl Grey,Regular,Normal
3432,28,139,63,53,397,20,130,60,2018-08-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Caffe Mocha,Regular,Normal
3433,28,139,63,53,397,20,130,60,2018-08-31,Central,Quebec,Gatieau,918,Small Market,Herbal Tea,Chamomile,Decaf,Normal
3434,28,139,63,53,397,30,100,40,2018-08-31,Prairie,Saskatchewan,Moose Jaw,727,Major Market,Herbal Tea,Lemon,Decaf,Normal
3435,29,139,63,52,397,30,140,60,2018-08-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Amaretto,Regular,Normal
3436,29,89,36,31,458,20,70,30,2018-08-31,North,Yukon,Whitehorse,504,Small Market,Espresso,Decaf Espresso,Decaf,Normal
3437,33,109,50,33,1064,30,80,30,2018-08-31,Prairie,Manitoba,Steinback,1401,Small Market,Herbal Tea,Mint,Decaf,Normal
3438,33,109,50,33,1064,40,130,60,2018-08-31,Atlantic,New Brunswick,Miramichi,599,Small Market,Coffee,Amaretto,Regular,Normal
3439,33,109,50,33,1064,30,110,50,2018-08-31,North,Nunavut,Kugluktuk,417,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
3440,37,159,72,57,606,60,200,90,2018-08-31,Atlantic,New Brunswick,Miramichi,599,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
3441,37,159,72,57,606,40,160,70,2018-08-31,North,Nunavut,Rankin Inlet,660,Small Market,Coffee,Colombian,Regular,Normal
3442,39,159,72,56,606,30,120,50,2018-08-31,Prairie,Manitoba,Steinback,1401,Small Market,Herbal Tea,Lemon,Decaf,Normal
3443,39,82,34,20,890,40,80,30,2018-08-31,Prairie,Manitoba,Steinback,1401,Small Market,Tea,Darjeeling,Regular,Normal
3444,39,79,32,19,841,30,70,30,2018-08-31,Atlantic,New Brunswick,Miramichi,599,Small Market,Espresso,Caffe Latte,Regular,Normal
3445,39,82,34,20,890,30,70,30,2018-08-31,Atlantic,New Brunswick,Miramichi,599,Small Market,Espresso,Decaf Espresso,Decaf,Normal
3446,39,79,32,19,841,50,90,30,2018-08-31,North,Nunavut,Iqaluit,573,Small Market,Espresso,Decaf Espresso,Decaf,Normal
3447,39,159,72,56,606,40,150,60,2018-08-31,North,Yukon,Whitehorse,225,Small Market,Herbal Tea,Lemon,Decaf,Normal
3448,40,82,34,19,890,40,90,30,2018-08-31,North,Nunavut,Rankin Inlet,636,Small Market,Espresso,Caffe Mocha,Regular,Normal
3449,41,130,52,46,662,50,150,60,2018-08-31,Prairie,Alberta,Edmonton,480,Major Market,Espresso,Decaf Espresso,Decaf,Normal
3450,41,130,52,46,-587,40,110,40,2018-08-31,Prairie,Alberta,Lethbridge,915,Major Market,Espresso,Caffe Latte,Regular,Normal
3451,41,130,52,46,662,20,80,30,2018-08-31,West,British Columbia,Kelowna,640,Major Market,Tea,Green Tea,Regular,Normal
3452,41,130,52,46,662,30,110,40,2018-08-31,Central,Quebec,Montreal,815,Major Market,Tea,Earl Grey,Regular,Normal
3453,43,43,0,11,516,30,40,0,2018-08-31,North,Northwest Territories,Hay River,4700,Small Market,Tea,Green Tea,Regular,Normal
3454,43,43,0,11,516,40,50,0,2018-08-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Decaf Espresso,Decaf,Normal
3455,44,43,0,10,516,30,40,0,2018-08-31,Central,Ontario,Waterloo,775,Small Market,Espresso,Caffe Latte,Regular,Normal
3456,47,314,133,140,705,100,390,160,2018-08-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
3457,47,314,133,140,705,60,310,120,2018-08-31,Central,Quebec,Gatieau,405,Small Market,Herbal Tea,Lemon,Decaf,Normal
3458,48,314,133,139,705,60,330,140,2018-08-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Colombian,Regular,Normal
3459,48,314,133,139,705,60,310,120,2018-08-31,Prairie,Saskatchewan,Moose Jaw,941,Major Market,Espresso,Caffe Mocha,Regular,Normal
3460,52,119,52,28,554,40,100,40,2018-08-31,West,British Columbia,Kelowna,640,Major Market,Herbal Tea,Mint,Decaf,Normal
3461,54,119,52,27,554,50,120,50,2018-08-31,Prairie,Alberta,Edmonton,480,Major Market,Coffee,Colombian,Regular,Normal
3462,54,119,52,27,554,70,150,60,2018-08-31,Prairie,Alberta,Lethbridge,915,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
3463,54,119,52,27,554,40,100,40,2018-08-31,Central,Quebec,Montreal,312,Major Market,Herbal Tea,Lemon,Decaf,Normal
3464,57,125,47,35,366,50,110,40,2018-08-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Herbal Tea,Chamomile,Decaf,Normal
3465,57,125,47,35,366,40,100,40,2018-08-31,North,Yukon,Whitehorse,318,Small Market,Espresso,Caffe Mocha,Regular,Normal
3466,58,125,47,34,366,30,80,30,2018-08-31,Atlantic,Nova Scotia,Cape Breton ,6200,Small Market,Tea,Darjeeling,Regular,Normal
3467,61,159,64,48,460,70,200,80,2018-08-31,Atlantic,New Brunswick,Saint John ,591,Small Market,Coffee,Colombian,Regular,Normal
3468,61,159,64,48,460,60,140,50,2018-08-31,Atlantic,New Brunswick,Miramichi,599,Small Market,Herbal Tea,Lemon,Decaf,Normal
3469,61,159,64,48,460,60,150,60,2018-08-31,North,Northwest Territories,Hay River,4700,Small Market,Coffee,Colombian,Regular,Normal
3470,61,113,46,22,880,60,120,40,2018-08-31,Prairie,Saskatchewan,Moose Jaw,954,Major Market,Tea,Darjeeling,Regular,Normal
3471,62,117,48,23,839,50,100,40,2018-08-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Herbal Tea,Lemon,Decaf,Normal
3472,63,117,48,22,839,60,140,60,2018-08-31,North,Yukon,Whitehorse,504,Small Market,Coffee,Colombian,Regular,Normal
3473,66,150,61,39,322,70,140,50,2018-08-31,North,Northwest Territories,Hay River,4700,Small Market,Coffee,Amaretto,Regular,Normal
3474,68,150,61,38,322,60,130,50,2018-08-31,Atlantic,New Brunswick,Miramichi,599,Small Market,Herbal Tea,Chamomile,Decaf,Normal
3475,68,408,173,177,927,70,360,140,2018-08-31,Central,Ontario,Waterloo,702,Small Market,Herbal Tea,Chamomile,Decaf,Normal
3476,69,408,173,176,927,60,390,160,2018-08-31,West,British Columbia,Kelowna,640,Major Market,Espresso,Caffe Mocha,Regular,Normal
3477,73,154,68,32,587,50,130,50,2018-08-31,Prairie,Alberta,Edmonton,480,Major Market,Tea,Green Tea,Regular,Normal
3478,73,154,68,32,587,60,130,50,2018-08-31,Central,Ontario,Ottawa,541,Small Market,Herbal Tea,Lemon,Decaf,Normal
3479,73,154,68,32,587,80,190,80,2018-08-31,Central,Quebec,Gatieau,580,Small Market,Coffee,Colombian,Regular,Normal
3480,84,174,77,35,581,70,170,70,2018-08-31,North,Yukon,Whitehorse,504,Small Market,Herbal Tea,Chamomile,Decaf,Normal
3481,86,174,77,34,581,60,160,70,2018-08-31,Atlantic,New Brunswick,Miramichi,599,Small Market,Espresso,Caffe Mocha,Regular,Normal
3482,87,153,63,26,864,70,130,50,2018-08-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Herbal Tea,Lemon,Decaf,Normal
3483,87,153,63,26,864,80,160,60,2018-08-31,Prairie,Saskatchewan,Moose Jaw,904,Major Market,Tea,Green Tea,Regular,Normal
3484,87,153,63,26,864,100,190,70,2018-08-31,North,Yukon,Whitehorse,985,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
3485,97,224,103,49,1073,100,260,110,2018-08-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Espresso,Caffe Mocha,Regular,Normal
3486,97,224,103,49,1073,70,170,70,2018-08-31,Prairie,Saskatchewan,Moose Jaw,850,Major Market,Herbal Tea,Mint,Decaf,Normal
3487,98,224,103,48,1073,90,210,90,2018-08-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Espresso,Decaf Espresso,Decaf,Normal
3488,101,229,99,55,565,90,240,100,2018-08-31,Atlantic,Newfoundland,Corner Brook,2850,Small Market,Coffee,Decaf Irish Cream,Decaf,Normal
3489,101,229,99,55,565,80,220,90,2018-08-31,Prairie,Saskatchewan,Moose Jaw,904,Major Market,Espresso,Decaf Espresso,Decaf,Normal
3490,104,223,90,56,1139,90,210,80,2018-08-31,Prairie,Manitoba,Steinback,1401,Small Market,Coffee,Colombian,Regular,Normal
3491,104,223,90,56,1139,80,190,70,2018-08-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Herbal Tea,Chamomile,Decaf,Normal
3492,105,209,86,46,454,120,260,100,2018-08-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Coffee,Colombian,Regular,Normal
3493,112,288,145,60,1292,120,340,160,2018-08-31,West,British Columbia,Vancounver,535,Major Market,Espresso,Caffe Mocha,Regular,Normal
3494,112,288,145,60,1292,90,270,130,2018-08-31,Central,Ontario,Ottawa,541,Small Market,Espresso,Decaf Espresso,Decaf,Normal
3495,113,288,145,60,1292,80,250,120,2018-08-31,Prairie,Alberta,Edmonton,480,Major Market,Herbal Tea,Chamomile,Decaf,Normal
3496,113,288,145,60,1292,100,280,130,2018-08-31,Atlantic,Newfoundland,Conception Bay South,2370,Major Market,Espresso,Regular Espresso,Regular,Normal
3497,141,275,116,55,678,70,180,70,2018-08-31,Central,Ontario,Kitchener,503,Large Market,Tea,Green Tea,Regular,Normal
3498,141,275,116,55,-1278,100,230,90,2018-08-31,Central,Quebec,Gatieau,918,Small Market,Espresso,Caffe Latte,Regular,Normal
3499,141,275,116,55,678,100,260,110,2018-08-31,Prairie,Saskatchewan,Moose Jaw,561,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
3500,142,283,114,64,810,100,250,90,2018-08-31,West,British Columbia,Vancounver,525,Major Market,Tea,Darjeeling,Regular,Normal
3501,142,275,116,54,678,100,240,90,2018-08-31,West,British Columbia,Vancounver,525,Major Market,Tea,Earl Grey,Regular,Normal
3502,142,283,114,64,810,100,240,90,2018-08-31,Central,Quebec,Gatieau,580,Small Market,Espresso,Decaf Espresso,Decaf,Normal
3503,144,283,114,63,810,80,190,70,2018-08-31,Central,Ontario,Ottawa,541,Small Market,Tea,Earl Grey,Regular,Normal
3504,144,283,114,63,810,120,270,100,2018-08-31,Prairie,Saskatchewan,Moose Jaw,954,Major Market,Coffee,Colombian,Regular,Normal
3505,145,243,100,37,598,130,280,110,2018-08-31,Prairie,Alberta,Edmonton,480,Major Market,Espresso,Caffe Mocha,Regular,Normal
3506,145,243,100,37,598,110,210,80,2018-08-31,Prairie,Alberta,Lethbridge,915,Major Market,Espresso,Decaf Espresso,Decaf,Normal
3507,145,243,100,37,598,90,160,60,2018-08-31,West,British Columbia,Kelowna,640,Major Market,Tea,Earl Grey,Regular,Normal
3508,145,243,100,37,598,130,260,100,2018-08-31,Atlantic,PEI,Summerside,845,Major Market,Tea,Green Tea,Regular,Normal
3509,145,243,100,37,598,100,210,80,2018-08-31,Central,Quebec,Montreal,312,Major Market,Tea,Darjeeling,Regular,Normal
3510,182,298,123,43,941,140,260,100,2018-08-31,Central,Quebec,Montreal,815,Major Market,Herbal Tea,Chamomile,Decaf,Normal
3511,184,298,123,42,941,140,310,130,2018-08-31,Prairie,Alberta,Edmonton,480,Major Market,Coffee,Amaretto,Regular,Normal
3512,184,298,123,42,941,120,250,100,2018-08-31,Prairie,Alberta,Lethbridge,915,Major Market,Espresso,Caffe Mocha,Regular,Normal
3513,184,298,123,42,941,100,200,80,2018-08-31,West,British Columbia,Kelowna,640,Major Market,Tea,Darjeeling,Regular,Normal
3514,184,298,123,42,941,150,320,130,2018-08-31,Atlantic,PEI,Summerside,716,Major Market,Tea,Earl Grey,Regular,Normal
3515,197,320,132,45,994,140,280,110,2018-08-31,West,British Columbia,Kelowna,640,Major Market,Herbal Tea,Chamomile,Decaf,Normal
3516,197,320,132,45,994,140,280,110,2018-08-31,Central,Quebec,Montreal,312,Major Market,Herbal Tea,Mint,Decaf,Normal
3517,199,320,132,44,994,160,330,130,2018-08-31,Prairie,Alberta,Edmonton,480,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
3518,199,320,132,44,994,170,340,130,2018-08-31,Atlantic,PEI,Summerside,646,Major Market,Tea,Darjeeling,Regular,Normal
3519,207,373,154,67,817,150,330,130,2018-08-31,Central,Ontario,Waterloo,775,Small Market,Herbal Tea,Mint,Decaf,Normal
3520,207,373,154,67,817,170,390,160,2018-08-31,Central,Quebec,Montreal,309,Major Market,Coffee,Decaf Irish Cream,Decaf,Normal
3521,208,373,154,66,817,150,330,130,2018-08-31,Atlantic,Nova Scotia,Amherst,6000,Small Market,Herbal Tea,Lemon,Decaf,Normal
3522,225,463,196,100,1167,170,410,160,2018-08-31,Central,Ontario,Waterloo,775,Small Market,Herbal Tea,Lemon,Decaf,Outlier
